Timestamp,Inverter_Status,AC_Power,AC_Current,AC_Voltage,AC_Frequency,DC_Current,DC_Voltage
2023-11-13 08:19:00,4.0,430.5,2.1,206.28,60.0,1.0,467.52
2023-11-13 08:20:00,4.0,465.0,2.27,206.22,59.99,1.08,467.17
2023-11-13 08:21:00,4.0,500.67,2.44,206.38,59.98,1.16,466.15
2023-11-13 08:22:00,4.0,538.33,2.62,206.23,59.98,1.24,465.9
2023-11-13 08:23:00,4.0,576.0,2.8,206.27,59.99,1.32,466.57
2023-11-13 08:24:00,4.0,617.5,3.0,206.32,59.98,1.4,464.73
2023-11-13 08:25:00,4.0,657.5,3.2,206.3,60.0,1.5,464.82
2023-11-13 08:26:00,4.0,697.0,3.38,206.47,59.97,1.58,464.37
2023-11-13 08:27:00,4.0,735.83,3.57,206.37,59.98,1.68,463.4
2023-11-13 08:28:00,4.0,773.0,3.76,206.28,59.98,1.78,462.75
2023-11-13 08:29:00,4.0,814.0,3.95,206.28,60.01,1.84,463.22
2023-11-13 08:30:00,4.0,858.5,4.17,206.45,59.99,1.94,461.62
2023-11-13 08:31:00,4.0,904.83,4.39,206.48,59.98,2.06,458.53
2023-11-13 08:32:00,4.0,947.17,4.6,206.53,59.98,2.16,457.45
2023-11-13 08:33:00,4.0,985.0,4.77,206.67,60.02,2.24,455.82
2023-11-13 08:34:00,4.0,1022.83,4.96,206.98,60.0,2.34,456.27
2023-11-13 08:35:00,4.0,1046.0,5.06,207.1,60.01,2.42,455.8
2023-11-13 08:36:00,4.0,1102.2,5.33,207.1,60.01,2.52,455.1
2023-11-13 08:37:00,4.0,1135.83,5.5,206.97,60.0,2.6,455.72
2023-11-13 08:38:00,4.0,1173.83,5.67,207.17,60.0,2.7,454.88
2023-11-13 08:39:00,4.0,1210.5,5.85,207.28,59.98,2.78,453.3
2023-11-13 08:40:00,4.0,1241.67,6.0,207.12,60.0,2.86,455.12
2023-11-13 08:41:00,4.0,1285.5,6.22,206.88,60.01,2.96,453.07
2023-11-13 08:42:00,4.0,1321.0,6.39,207.08,60.01,3.04,451.58
2023-11-13 08:43:00,4.0,1361.67,6.58,207.02,60.02,3.14,450.78
2023-11-13 08:44:00,4.0,1402.0,6.76,207.47,60.01,3.24,448.3
2023-11-13 08:45:00,4.0,1427.0,6.89,207.5,59.99,3.24,450.2
2023-11-13 08:46:00,4.0,1482.4,7.15,207.46,60.0,3.44,448.54
2023-11-13 08:47:00,4.0,1517.33,7.32,207.6,60.02,3.52,447.27
2023-11-13 08:48:00,4.0,1555.67,7.49,207.77,60.01,3.6,447.07
2023-11-13 08:49:00,4.0,1592.17,7.67,207.85,60.01,3.7,445.9
2023-11-13 08:50:00,4.0,1631.33,7.86,207.97,60.01,3.78,448.78
2023-11-13 08:51:00,4.0,1661.67,8.0,207.95,60.02,3.8,453.93
2023-11-13 08:52:00,4.0,1698.67,8.17,207.92,60.02,3.88,451.77
2023-11-13 08:53:00,4.0,1734.83,8.36,207.88,60.02,4.0,451.18
2023-11-13 08:54:00,4.0,1772.67,8.53,208.03,60.02,4.1,447.9
2023-11-13 08:55:00,4.0,1808.0,8.7,208.05,60.02,4.18,446.58
2023-11-13 08:56:00,4.0,1840.17,8.85,208.08,60.02,4.28,446.67
2023-11-13 08:57:00,4.0,1869.0,8.98,208.17,60.01,4.34,446.52
2023-11-13 08:58:00,4.0,1894.17,9.11,208.23,60.02,4.4,446.0
2023-11-13 08:59:00,4.0,1915.33,9.2,208.38,60.02,4.44,445.83
2023-11-13 09:00:00,4.0,1939.83,9.32,208.28,60.02,4.5,445.82
2023-11-13 09:01:00,4.0,1967.5,9.44,208.48,60.02,4.56,445.55
2023-11-13 09:02:00,4.0,1987.83,9.54,208.4,60.02,4.6,447.8
2023-11-13 09:03:00,4.0,2019.17,9.69,208.37,60.03,4.54,457.95
2023-11-13 09:04:00,4.0,2037.0,9.78,208.45,60.02,4.6,456.87
2023-11-13 09:05:00,4.0,2058.0,9.88,208.48,60.02,4.64,455.85
2023-11-13 09:06:00,4.0,2073.5,9.96,208.3,60.02,4.7,456.3
2023-11-13 09:07:00,4.0,2094.33,10.08,207.92,60.03,4.74,455.0
2023-11-13 09:08:00,4.0,2110.0,10.15,208.02,60.03,4.78,456.15
2023-11-13 09:09:00,4.0,2134.17,10.27,208.03,60.01,4.84,455.48
2023-11-13 09:10:00,4.0,2139.0,10.3,207.8,60.02,4.8,456.5
